Date,ML Signal,VIXM Returns,SPY Returns,VIXM Close,SPY Close,VIXM Growth,SPY Growth,VXCN Returns,VXCN Growth,Token Price
5/12/2011,0,-0.005523094,0.004760305,252.0800018,110.1038132,0.917188201,1.037683706,0,0,0
5/13/2011,0,0.015867918,-0.007699116,256.0799866,109.2561111,0.931742068,1.029694459,0,0,0
5/16/2011,0,-0.001249579,-0.006341156,255.7599945,108.5633011,0.930577783,1.023165006,0,0,0
5/17/2011,0,-0.007350601,-0.00015025,253.8800049,108.5469894,0.923737477,1.023011275,0,0,0
5/18/2011,1,-0.008823087,0.008935812,251.6399994,109.5169449,0.915587261,1.032152711,-0.008823087,0,0
5/19/2011,1,0.003338088,0.002381535,252.4799957,109.7777634,0.918643571,1.03461082,0.003338088,0,0
5/20/2011,1,0.018377691,-0.007944587,257.1199951,108.9056244,0.935526119,1.026391264,0.018377691,0,0
5/23/2011,0,0.016334833,-0.011601125,261.3200073,107.6421967,0.950807782,1.014483971,0,0,0
5/24/2011,0,-0.005816698,-0.000832809,259.7999878,107.5525513,0.94527722,1.0136391,0,0,0
5/25/2011,0,-0.009699727,0.003334296,257.2799988,107.9111633,0.936108289,1.017018873,0,0,0
5/26/2011,0,-0.014925359,0.004607847,253.4400024,108.4084015,0.922136537,1.02170514,0,0,0
5/27/2011,0,-0.016098492,0.003834318,249.3600006,108.8240738,0.907291529,1.025622683,0,0,0
5/30/2011,0,-0.020853372,0.010411259,244.1600037,109.9570694,0.888371441,1.036300706,0,0,0
5/31/2011,0,0,0,244.1600037,109.9570694,0.888371441,1.036300706,0,0,0
6/1/2011,0,0.026212294,-0.022460617,250.5599976,107.4873657,0.911657695,1.013024752,0,0,0
6/2/2011,0,-0.005427844,-0.001061924,249.1999969,107.3732224,0.906709359,1.011948997,0,0,0
6/3/2011,1,0.004012841,-0.009944348,250.1999969,106.3054657,0.91034784,1.001885825,0.004012841,0,0
6/6/2011,0,0.009432457,-0.010581491,252.5599976,105.1805954,0.918934656,0.991284379,0,0,0
6/7/2011,0,-0.004434571,-0.000619531,251.4400024,105.1154327,0.914859576,0.990670248,0,0,0
6/8/2011,1,0.002227162,-0.004187712,252,104.6752396,0.916897116,0.986521606,0.002227162,0,0
6/9/2011,0,-0.014920613,0.007631126,248.2400055,105.4740295,0.903216449,0.994049877,0,0,0
6/10/2011,1,0.017885865,-0.013910183,252.6799927,104.0068665,0.919371256,0.980222461,0.017885865,0,0
6/13/2011,0,0.005065751,0.000783575,253.9600067,104.0883636,0.924028562,0.980990539,0,0,0
6/14/2011,0,-0.026145847,0.012686148,247.3200073,105.408844,0.899869053,0.993435529,0,0,0
6/15/2011,1,0.039948264,-0.017785203,257.2000122,103.5341263,0.93581726,0.975767077,0.039948264,0,0
6/16/2011,0,0.03794704,0.002204279,266.9599915,103.7623444,0.971328755,0.977917939,0,0,0
6/17/2011,0,-0.009589443,0.002983896,264.3999939,104.0719604,0.962014253,0.980835945,0,0,0
6/20/2011,1,-0.020877417,0.005116151,258.8800049,104.6044083,0.94192988,0.98585405,-0.020877417,0,0
6/21/2011,0,-0.015296688,0.013703887,254.9199982,106.0378952,0.927521473,0.999364082,0,0,0
6/22/2011,1,0.008473201,-0.006025427,257.0799866,105.3989716,0.935380549,0.993342486,0.008473201,0,0
6/23/2011,0,-0.000311135,-0.002875456,257,105.0959015,0.935089519,0.990486173,0,0,0
6/24/2011,1,0.024435793,-0.011613466,263.2799988,103.8753738,0.957939173,0.978983196,0.024435793,0,0
6/27/2011,0,-0.017471916,0.008911027,258.6799927,104.8010101,0.94120214,0.987706942,0,0,0
6/28/2011,1,-0.009741724,0.0130532,256.1600037,106.1689987,0.932033209,1.000599679,-0.009741724,0,0
6/29/2011,1,-0.014522178,0.008564017,252.4400024,107.0782318,0.918498056,1.009168831,-0.014522178,0,0
6/30/2011,1,-0.021074343,0.009562622,247.1199951,108.1021805,0.899141313,1.018819132,-0.021074343,0,0
7/1/2011,0,-0.045645836,0.014775743,235.8399963,109.6994705,0.858099256,1.033872941,0,0,0
7/4/2011,1,0.005427403,-0.000821364,237.1199951,109.6093674,0.862756507,1.033023756,0.005427403,0,0
7/5/2011,0,0,0,237.1199951,109.6093674,0.862756507,1.033023756,0,0,0
7/6/2011,0,-0.007422379,0.00119575,235.3600006,109.7404327,0.856352801,1.034258994,0,0,0
7/7/2011,1,-0.021244052,0.010375421,230.3600006,110.8790359,0.838160398,1.044989866,-0.021244052,0,0
7/8/2011,1,0.005035612,-0.007092275,231.5200043,110.0926514,0.842381048,1.037578511,0.005035612,0,0
7/11/2011,1,0.045957149,-0.018079961,242.1600037,108.1021805,0.88109448,1.018819132,0.045957149,0,0
7/12/2011,0,0.01717874,-0.004319308,246.3200073,107.6352539,0.896230573,1.014418538,0,0,0
7/13/2011,0,-0.002111092,0.00334825,245.8000031,107.9956436,0.894338547,1.017815065,0,0,0
7/14/2011,1,0.021969055,-0.006902267,251.1999969,107.2502289,0.91398632,1.010789834,0.021969055,0,0
7/15/2011,0,-0.018471335,0.005805085,246.5599976,107.8728256,0.897103773,1.016657555,0,0,0
7/18/2011,1,0.013789784,-0.008201437,249.9600067,106.9881134,0.90947464,1.008319502,0.013789784,0,0
7/19/2011,0,-0.025764131,0.016231593,243.5200043,108.7247009,0.886042816,1.024686134,0,0,0
7/20/2011,1,-0.010184013,-0.000602634,241.0399933,108.6591797,0.877019344,1.024068623,-0.010184013,0,0
7/21/2011,0,-0.024726152,0.013870914,235.0800018,110.1663818,0.855334031,1.038273391,0,0,0
7/22/2011,0,-0.005955458,0.000669195,233.6799927,110.2401047,0.850240124,1.038968199,0,0,0
7/25/2011,1,0.023622066,-0.005572761,239.1999969,109.6257629,0.870324553,1.033178277,0.023622066,0,0
7/26/2011,0,0.002006671,-0.003736063,239.6799927,109.2161942,0.872071008,1.029318258,0,0,0
7/27/2011,0,0.024198945,-0.02047553,245.4799957,106.9799347,0.893174207,1.008242421,0,0,0
7/28/2011,1,-0.001303536,-0.002909912,245.1600037,106.6686325,0.892009922,1.005308524,-0.001303536,0,0
7/29/2011,1,-0.025126463,-0.006834286,239,105.9396286,0.869596868,0.998437959,-0.025126463,0,0
8/1/2011,0,-0.020920502,-0.004252859,234,105.4890823,0.851404465,0.994191743,0,0,0
8/2/2011,0,0.028888865,-0.025547231,240.7599945,102.7941284,0.876000574,0.968792897,0,0,0
8/3/2011,1,-0.006977873,0.005418441,239.0800018,103.3511124,0.869887953,0.974042245,-0.006977873,0,0
8/4/2011,0,0.092186687,-0.046841616,261.1199951,98.50997925,0.950080041,0.928416532,0,0,0
8/5/2011,1,0.007352993,-0.001496449,263.0400085,98.36256409,0.957065973,0.927027204,0.007352993,0,0
8/8/2011,1,0.073905116,-0.065123283,282.480011,91.95687103,1.027798045,0.86665615,0.073905116,0,0
8/9/2011,0,-0.051260303,0.046499324,268,96.23280334,0.975112806,0.906955074,0,0,0
8/10/2011,1,0.061343293,-0.044178005,284.4400024,91.98143005,1.034929436,0.866887608,0.061343293,0,0
8/11/2011,0,-0.027000396,0.044883749,276.7600098,96.10990143,1.006985932,0.905796774,0,0,0
8/12/2011,1,-0.001734394,0.0067331,276.2799988,96.75701904,1.005239421,0.911895594,-0.001734394,0,0
8/15/2011,0,-0.032286135,0.021165204,267.3599854,98.80490112,0.972784125,0.931196051,0,0,0
8/16/2011,0,0.001196916,-0.008539402,267.6799927,97.96116638,0.973948465,0.923244194,0,0,0
8/17/2011,0,0.004034732,0.000668693,268.7600098,98.02667236,0.977878087,0.923861561,0,0,0
8/18/2011,0,0.102098532,-0.043118244,296.2000122,93.79993439,1.077718004,0.884026273,0,0,0
8/19/2011,0,0.024848025,-0.016330739,303.5599976,92.26811218,1.104497168,0.869589471,0,0,0
8/22/2011,0,0.020160743,0.000799089,309.6799927,92.34184265,1.126764651,0.870284351,0,0,0
8/23/2011,0,-0.012787366,0.032910753,305.7200012,95.38088226,1.112356299,0.898926064,0,0,0
8/24/2011,1,0.012822234,0.014084334,309.6400146,96.72425842,1.126619192,0.911586839,0.012822234,0,0
8/25/2011,0,0.023252749,-0.015243998,316.8399963,95.24979401,1.152816186,0.897690611,0,0,0
8/26/2011,0,-0.013508392,0.014534328,312.5599976,96.63418579,1.137243493,0.910737941,0,0,0
8/29/2011,0,-0.024059346,0.028735904,305.0400085,99.41105652,1.109882159,0.936908819,0,0,0
8/30/2011,1,0.018095951,0.002636683,310.5599976,99.673172,1.129966532,0.939379151,0.018095951,0,0
8/31/2011,1,-0.007599129,0.004438104,308.2000122,100.1155319,1.121379771,0.943548214,-0.007599129,0,0
9/1/2011,1,0.001557367,-0.010472977,308.6799927,99.06702423,1.123126171,0.933666455,0.001557367,0,0
9/2/2011,0,0.020603914,-0.02555019,315.0400085,96.5358429,1.146266965,0.909811099,0,0,0
9/5/2011,0,0.010665266,-0.007297237,318.3999939,95.83139801,1.158492207,0.903171992,0,0,0
9/6/2011,0,0,0,318.3999939,95.83139801,1.158492207,0.903171992,0,0,0
9/7/2011,0,-0.012562814,0.028207649,314.3999939,98.53457642,1.143938284,0.92864835,0,0,0
9/8/2011,1,0.004452907,-0.010391538,315.7999878,97.51065063,1.149032135,0.918998266,0.004452907,0,0
9/9/2011,0,0.042051929,-0.026209702,329.0799866,94.95492554,1.197351153,0.894911595,0,0,0
9/12/2011,0,0.004983635,0.006469905,330.7200012,95.5692749,1.203318315,0.900701588,0,0,0
9/13/2011,1,0.00387034,0.00917099,332,96.44573975,1.207975566,0.908961913,0.00387034,0,0
9/14/2011,1,-0.0109639,0.013844185,328.3599854,97.78095245,1.194731443,0.921545751,-0.0109639,0,0
9/15/2011,1,-0.023023504,0.017257416,320.7999878,99.46839905,1.167224538,0.937449249,-0.023023504,0,0
9/16/2011,1,0.001246959,0.005918456,321.2000122,100.0570984,1.168680019,0.942997501,0.001246959,0,0
9/19/2011,1,0.009339975,-0.009957236,324.2000122,99.06080627,1.179595461,0.933607853,0.009339975,0,0
9/20/2011,1,-0.003207923,-0.001163577,323.1600037,98.94554138,1.17581141,0.932521528,-0.003207923,0,0
9/21/2011,0,0.026735933,-0.029458115,331.7999878,96.03079224,1.207247825,0.905051202,0,0,0
9/22/2011,0,0.046775226,-0.032324516,347.3200073,92.92664337,1.263717115,0.87579586,0,0,0
9/23/2011,0,-0.005643274,0.006024919,345.3599854,93.48651886,1.256585613,0.881072459,0,0,0
9/26/2011,1,-0.014245955,0.023780376,340.4400024,95.70966339,1.238684351,0.902024693,-0.014245955,0,0
9/27/2011,1,-0.009164596,0.011183946,337.3200073,96.78007507,1.227332309,0.912112888,-0.009164596,0,0
9/28/2011,0,0.031898432,-0.020418902,348.0799866,94.80393219,1.266482285,0.893488544,0,0,0
9/29/2011,1,-0.007469477,0.007903419,345.480011,95.5532074,1.257022324,0.900550159,-0.007469477,0,0
9/30/2011,1,0.035776268,-0.024989081,357.8399963,93.16542053,1.301993891,0.878046238,0.035776268,0,0
10/3/2011,1,0.017996877,-0.028457886,364.2799988,90.51412964,1.325425715,0.853058898,0.017996877,0,0
10/4/2011,0,-0.014055109,0.02192312,359.1600037,92.49848175,1.306796712,0.87176061,0,0,0
10/5/2011,0,-0.018821722,0.018515236,352.3999939,94.21111298,1.282200548,0.887901464,0,0,0
10/6/2011,0,-0.005675369,0.018091194,350.3999939,95.91550446,1.274923587,0.903964661,0,0,0
10/7/2011,1,0.014726038,-0.006695839,355.5599976,95.27326965,1.29369816,0.897911859,0.014726038,0,0
10/10/2011,1,-0.044999438,0.033445823,339.5599976,98.45976257,1.23548247,0.92794326,-0.044999438,0,0
10/11/2011,1,-0.005300942,0.001003385,337.7600098,98.5585556,1.228933249,0.928874344,-0.005300942,0,0
10/12/2011,1,-0.040028479,0.008772074,324.2399902,99.42311859,1.17974092,0.937022499,-0.040028479,0,0
10/13/2011,0,0.000616865,-0.001987709,324.4400024,99.22549438,1.180468661,0.935159972,0,0,0
10/14/2011,0,-0.033041552,0.017093911,313.7200012,100.9216461,1.141464144,0.951145513,0,0,0
10/17/2011,1,0.039143181,-0.019090941,326,98.99495697,1.186144682,0.93298725,0.039143181,0,0
10/18/2011,0,-0.018404908,0.019545809,320,100.9298935,1.164313798,0.951223241,0,0,0
10/19/2011,1,0.035000038,-0.011829089,331.2000122,99.7359848,1.205064825,0.939971136,0.035000038,0,0
10/20/2011,0,-0.001932411,0.004375642,330.5599976,100.1723938,1.202736145,0.944084114,0,0,0
10/21/2011,1,-0.027105492,0.018987119,321.6000061,102.074379,1.170135389,0.962009551,-0.027105492,0,0
10/24/2011,0,-0.03606967,0.012261145,310,103.3259277,1.127928992,0.97380489,0,0,0
10/25/2011,1,0.021161282,-0.019443724,316.5599976,101.3168869,1.151797416,0.954870496,0.021161282,0,0
10/26/2011,0,-0.010614055,0.010158506,313.2000122,102.3461151,1.139572174,0.964570554,0,0,0
10/27/2011,0,-0.089399741,0.034835192,285.2000122,105.9113617,1.037694717,0.998171555,0,0,0
10/28/2011,1,-0.00827495,-0.000233251,282.8399963,105.8866577,1.029107845,0.99793873,-0.00827495,0,0
10/31/2011,1,0.050487905,-0.02410616,297.1199951,103.334137,1.081065344,0.973882259,0.050487905,0,0
11/1/2011,0,0.078756039,-0.02788837,320.519989,100.4523163,1.166205768,0.94672227,0,0,0
11/2/2011,0,-0.009858991,0.016311642,317.3599854,102.0908585,1.154708156,0.962164864,0,0,0
11/3/2011,0,-0.016133083,0.018227217,312.2399902,103.9516907,1.136079153,0.979702451,0,0,0
11/4/2011,1,0.005252417,-0.006099086,313.8800049,103.3176804,1.142046314,0.973727162,0.005252417,0,0
11/7/2011,0,0.006626693,0.006216265,315.9599915,103.9599304,1.149614305,0.979780108,0,0,0
11/8/2011,0,-0.025952595,0.012830909,307.7600098,105.2938309,1.119778831,0.992351577,0,0,0
11/9/2011,0,0.089810187,-0.036909956,335.3999939,101.4074402,1.220346377,0.955723924,0,0,0
11/10/2011,0,-0.0166965,0.009418677,329.7999878,102.3625641,1.199970864,0.964725579,0,0,0
11/11/2011,0,-0.025106122,0.018822652,321.519989,104.289299,1.169844249,0.982884273,0,0,0
11/14/2011,1,0.014555932,-0.009474515,326.2000122,103.3012085,1.186872422,0.973571921,0.014555932,0,0
11/15/2011,1,-0.000245301,0.00494184,326.1199951,103.8117065,1.186581282,0.978383158,-0.000245301,0,0
11/16/2011,0,0.025634785,-0.015862942,334.480011,102.1649475,1.216999037,0.962863123,0,0,0
11/17/2011,0,0.029060036,-0.015876826,344.2000122,100.5428925,1.252365073,0.947575913,0,0,0
11/18/2011,0,-0.008599715,-0.001064548,341.2399902,100.4358597,1.241595091,0.946567173,0,0,0
11/21/2011,0,0.010080889,-0.019019427,344.6799927,98.52562714,1.254111473,0.928564007,0,0,0
11/22/2011,0,-0.001972823,-0.003927845,344,98.13863373,1.251637333,0.924916751,0,0,0
11/23/2011,1,0.016744214,-0.022065536,349.7600098,95.97315216,1.272595017,0.904507967,0.016744214,0,0
11/24/2011,0,0.009034777,-0.001887531,352.9200134,95.79199982,1.284092629,0.90280068,0,0,0
11/25/2011,0,0,0,352.9200134,95.79199982,1.284092629,0.90280068,0,0,0
11/28/2011,0,-0.026748277,0.028967041,343.480011,98.56681061,1.249745363,0.928952145,0,0,0
11/29/2011,0,-0.005589884,0.002839849,341.5599976,98.84672546,1.242759431,0.931590228,0,0,0
11/30/2011,0,-0.059023316,0.041149771,321.3999939,102.9142456,1.169407649,0.969924953,0,0,0
12/1/2011,1,-0.006844996,-0.000160054,319.2000122,102.8977737,1.161403058,0.969769713,-0.006844996,0,0
12/2/2011,1,0.000626509,-0.000880032,319.3999939,102.8072205,1.162130687,0.968916285,0.000626509,0,0
12/5/2011,0,-0.005886052,0.010891977,317.519989,103.9269943,1.155290326,0.979469698,0,0,0
12/6/2011,0,-0.009700134,0.000316916,314.4400024,103.9599304,1.144083855,0.979780108,0,0,0
12/7/2011,1,0.009795149,0.003722378,317.519989,104.3469086,1.155290326,0.98342722,0.009795149,0,0
12/8/2011,1,0.032124,-0.021936457,327.7200012,102.0579071,1.192402873,0.961854311,0.032124,0,0
12/9/2011,0,-0.02367878,0.016942298,319.9599915,103.7870026,1.164168228,0.978150333,0,0,0
12/12/2011,1,0.023127873,-0.014597198,327.3599854,102.2720032,1.191092962,0.963872079,0.023127873,0,0
12/13/2011,0,0.003665727,-0.009338981,328.5599976,101.3168869,1.195459183,0.954870496,0,0,0
12/14/2011,0,0.003043584,-0.010646088,329.5599976,100.2382584,1.199097664,0.944704861,0,0,0
12/15/2011,0,-0.022211456,0.003614207,322.2399902,100.6005402,1.172463959,0.948119219,0,0,0
12/16/2011,0,-0.001986048,0.001482491,321.6000061,100.7496796,1.170135389,0.949524798,0,0,0
12/19/2011,0,-0.00634331,-0.010691637,319.5599976,99.67250061,1.162712858,0.939372824,0,0,0
12/20/2011,0,-0.036425035,0.030260388,307.9200134,102.6886292,1.120361001,0.96779861,0,0,0
12/21/2011,1,-0.041309433,0.001936387,295.2000122,102.8874741,1.074079523,0.969672642,-0.041309433,0,0
12/22/2011,0,-0.003523064,0.008858887,294.1600037,103.7989426,1.070295472,0.978262863,0,0,0
12/23/2011,1,0.008838748,0.008940889,296.7600098,104.7269974,1.079755544,0.987009402,0.008838748,0,0
12/26/2011,0,-0.009839646,0.000790863,293.8399963,104.8098221,1.069131132,0.987789991,0,0,0
12/27/2011,0,0,0,293.8399963,104.8098221,1.069131132,0.987789991,0,0,0
12/28/2011,0,0.013612851,-0.013123367,297.8399963,103.4343643,1.083685054,0.974826861,0,0,0
12/29/2011,0,-0.011684163,0.010334026,294.3599854,104.5032578,1.071023102,0.984900747,0,0,0
12/30/2011,0,0.007337966,-0.00491617,296.519989,103.989502,1.078882233,0.980058807,0,0,0
1/2/2012,1,-0.022932646,0.015936553,289.7200012,105.6467361,1.054140609,0.995677566,-0.022932646,0,0
1/3/2012,0,0,0,289.7200012,105.6467361,1.054140609,0.995677566,0,0,0
1/4/2012,0,-0.019329028,0.001568534,284.1199951,105.8124466,1.033765096,0.99723932,0,0,0
1/5/2012,0,-0.005631445,0.002662403,282.519989,106.094162,1.027943505,0.999894373,0,0,0
1/6/2012,0,-0.011468181,-0.002577381,279.2799988,105.8207169,1.016154863,0.997317264,0,0,0
1/9/2012,0,-0.006015442,0.002427446,277.6000061,106.0775909,1.010042242,0.999738198,0,0,0
1/10/2012,1,-0.007492857,0.008670578,275.519989,106.997345,1.00247414,1.008406506,-0.007492857,0,0
1/11/2012,1,0.008130157,0.000542128,277.7600098,107.0553513,1.010624412,1.008953191,0.008130157,0,0
1/12/2012,0,-0.00360023,0.002399451,276.7600098,107.3122253,1.006985932,1.011374125,0,0,0
1/13/2012,0,0.019222347,-0.00517332,282.0799866,106.7570648,1.026342564,1.006141963,0,0,0
1/16/2012,1,0.003828762,0.00388055,283.1600037,107.1713409,1.030272185,1.010046347,0.003828762,0,0
1/17/2012,0,0,0,283.1600037,107.1713409,1.030272185,1.010046347,0,0,0
1/18/2012,0,-0.015821482,0.011056112,278.6799927,108.3562393,1.013971752,1.021213533,0,0,0
1/19/2012,1,-0.005454245,0.005276477,277.1600037,108.9279785,1.008441302,1.026601943,-0.005454245,0,0
1/20/2012,1,-0.020926606,0.003727567,271.3599854,109.3340149,0.987338047,1.03042867,-0.020926606,0,0
1/23/2012,0,-0.014445693,-0.002576928,267.4400024,109.052269,0.973075266,1.02777333,0,0,0
1/24/2012,0,0.001346042,-0.001139733,267.7999878,108.9279785,0.974385065,1.026601943,0,0,0
1/25/2012,1,-0.014189649,0.008367905,264,109.8394775,0.960558883,1.035192451,-0.014189649,0,0
1/26/2012,1,0.012424238,-0.00513007,267.2799988,109.2759933,0.972493095,1.029881841,0.012424238,0,0
1/27/2012,1,-0.017659388,-0.000454513,262.5599976,109.226326,0.955319462,1.029413746,-0.017659388,0,0
1/30/2012,1,0.014015816,-0.003414309,266.2399902,108.8533936,0.968709044,1.02589901,0.014015816,0,0
1/31/2012,0,0.005558936,-0.000380161,267.7200012,108.8120117,0.974094036,1.025509003,0,0,0
